19917773,대구통닭,통통치킨상인2호점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,27,대구광역시,27290,달서구,2729062400,상인1동,2729011500,상인동,2.72901E+18,1,대지,1531,12,대구광역시 달서구 상인동 1531-12,2.72904E+11,대구광역시 달서구 상화북로43길,74,,2.72901E+24,,대구광역시 달서구 상화북로43길 74,704370,42806,,1,,128.5460397,35.81755363
19919475,빵마루,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,27,대구광역시,27260,수성구,2726065100,지산1동,2726011200,지산동,2.72601E+18,1,대지,761,8,대구광역시 수성구 지산동 761-8,2.72603E+11,대구광역시 수성구 무학로,187,,2.72601E+24,녹원아파트,대구광역시 수성구 무학로 187,706090,42183,,1,,128.6288214,35.83086731
19925178,오구피자,,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",28,인천광역시,28170,남구,2817072000,주안7동,2817010600,주안동,2.81701E+18,1,대지,1311,35,인천광역시 남구 주안동 1311-35,2.81702E+11,인천광역시 남구 미추홀대로,541,,2.81701E+24,,인천광역시 남구 미추홀대로 541,402200,22216,,1,,126.6785852,37.44568047
19935229,무진장횟집,,Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,한식 음식점업,31,울산광역시,31140,남구,3114051000,신정1동,3114010400,신정동,3.11401E+18,1,대지,523,18,울산광역시 남구 신정동 523-18,3.11403E+11,울산광역시 남구 중앙로,279,,3.11401E+24,,울산광역시 남구 중앙로 279,680010,44669,,1,,129.3096942,35.54567035
19927968,우리집양념,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,28,인천광역시,28237,부평구,2823769000,십정2동,2823710200,십정동,2.82371E+18,1,대지,402,,인천광역시 부평구 십정동 402,2.82374E+11,인천광역시 부평구 열우물로50번길,10,2,2.82371E+24,,인천광역시 부평구 열우물로50번길 10-2,403130,21445,,1,,126.7008534,37.47282323
19932479,콩나물솥뚜껑오겹살,,Q,음식,Q01,한식,Q01A99,기타고기요리,I56111,한식 음식점업,28,인천광역시,28185,연수구,2818576600,청학동,2818510400,청학동,2.81851E+18,1,대지,491,,인천광역시 연수구 청학동 491,2.81854E+11,인천광역시 연수구 용담로63번길,26,,2.81851E+24,,인천광역시 연수구 용담로63번길 26,406831,21917,,1,,126.6752987,37.41927937
19920606,보리.보리,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,28,인천광역시,28260,서구,2826064000,검단2동,2826012100,불로동,2.82601E+18,1,대지,308,,인천광역시 서구 불로동 308,2.82603E+11,인천광역시 서구 검단로,836,,2.82601E+24,월드아파트,인천광역시 서구 검단로 836,404775,22628,,1,,126.693057,37.6184143
19921284,충무회,,Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,한식 음식점업,27,대구광역시,27260,수성구,2726064000,두산동,2726011100,두산동,2.72601E+18,1,대지,154,26,대구광역시 수성구 두산동 154-26,2.72604E+11,대구광역시 수성구 들안로2길,19,,2.72601E+24,,대구광역시 수성구 들안로2길 19,706801,42173,,1,,128.6176489,35.83169137
19921312,천서리횟집,,Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,한식 음식점업,28,인천광역시,28710,강화군,2871036000,내가면,2871036023,내가면,2.87104E+18,1,대지,582,24,인천광역시 강화군 내가면 외포리 582-24,2.87103E+11,인천광역시 강화군 내가면 해안서로,917,1,2.87104E+24,바닷가천서리횟집,인천광역시 강화군 내가면 해안서로 917-1,417894,23054,,,,126.3763518,37.70129879
19921469,이현참기름,,D,소매,D01,음/식료품소매,D01A01,식료품점,G47219,기타 식료품 소매업,27,대구광역시,27170,서구,2717066100,평리6동,2717010300,평리동,2.71701E+18,1,대지,606,8,대구광역시 서구 평리동 606-8,2.71704E+11,대구광역시 서구 문화로33길,24,,2.71701E+24,이현시장,대구광역시 서구 문화로33길 24,703010,41761,,1,,128.5506443,35.87695716
19924138,뱃나드리식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,28,인천광역시,28245,계양구,2824573000,계양3동,2824511300,하야동,2.82451E+18,1,대지,40,22,인천광역시 계양구 하야동 40-22,2.82453E+11,인천광역시 계양구 벌말로,596,,2.82451E+24,,인천광역시 계양구 벌말로 596,407410,21009,,1,,126.7806677,37.58126605
19913785,황실분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,27,대구광역시,27710,달성군,2771025300,논공읍,2771025328,논공읍,2.77103E+18,1,대지,824,33,대구광역시 달성군 논공읍 북리 824-33,2.77104E+11,대구광역시 달성군 논공읍 용호로2길,12,,2.77103E+24,논공중앙종합시장,대구광역시 달성군 논공읍 용호로2길 12,711857,42986,,1,,128.4466072,35.72839768
19934107,강민정,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,31,울산광역시,31140,남구,3114057000,삼산동,3114010500,달동,3.11401E+18,1,대지,1339,3,울산광역시 남구 달동 1339-3,3.11404E+11,울산광역시 남구 삼산로199번길,38,,3.11401E+24,,울산광역시 남구 삼산로199번길 38,680805,44703,,1,,129.3278051,35.54115501
20017254,들녁,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,28,인천광역시,28200,남동구,2820065000,장수서창동,2820010600,운연동,2.82001E+18,1,대지,88,,인천광역시 남동구 운연동 88,2.82003E+11,인천광역시 남동구 수인로,3571,1,2.82001E+24,,인천광역시 남동구 수인로 3571-1,405270,21601,,1,,126.7620718,37.44123229
20056687,마을,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,30,대전광역시,30200,유성구,3020054000,온천2동,3020012200,궁동,3.02001E+18,1,대지,409,7,대전광역시 유성구 궁동 409-7,3.02004E+11,대전광역시 유성구 대학로151번길,38,,3.02001E+24,,대전광역시 유성구 대학로151번길 38,305335,34138,,,,127.3503209,36.36237042
20067495,체리음악홀,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,29,광주광역시,29200,광산구,2920062400,첨단1동,2920011600,쌍암동,2.92001E+18,1,대지,667,9,광주광역시 광산구 쌍암동 667-9,2.92004E+11,광주광역시 광산구 첨단중앙로152번길,57,,2.92001E+24,,광주광역시 광산구 첨단중앙로152번길 57,506303,62274,,2,,126.8454077,35.21922699
20068101,삼광호,,Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,한식 음식점업,28,인천광역시,28720,옹진군,2872036000,영흥면,2872036022,영흥면,2.87204E+18,1,대지,8,165,인천광역시 옹진군 영흥면 내리 8-165,2.87203E+11,인천광역시 옹진군 영흥면 영흥로,109,10,2.87204E+24,수협영흥마트,인천광역시 옹진군 영흥면 영흥로 109-10,409871,23118,,1,,126.4966018,37.25520837
20069652,아줌마김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,30,대전광역시,30230,대덕구,3023054600,중리동,3023010900,중리동,3.02301E+18,1,대지,245,1,대전광역시 대덕구 중리동 245-1,3.02304E+11,대전광역시 대덕구 홍도로114번길,4,,3.02301E+24,,대전광역시 대덕구 홍도로114번길 4,306826,34428,,1,,127.4275653,36.35611422
20050787,맴맴숯불닭발식당,,Q,음식,Q05,닭/오리요리,Q05A10,닭내장/닭발요리,I56111,한식 음식점업,30,대전광역시,30140,중구,3014057500,대흥동,3014010500,대흥동,3.01401E+18,1,대지,149,3,대전광역시 중구 대흥동 149-3,3.01404E+11,대전광역시 중구 대흥로157번길,44,,3.01401E+24,,대전광역시 중구 대흥로157번길 44,301802,34925,,1,,127.4284164,36.32656623
20058832,약물샘가든,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,31,울산광역시,31710,울주군,3171036000,두동면,3171036028,두동면,3.17104E+18,1,대지,293,,울산광역시 울주군 두동면 은편리 293,3.17104E+11,울산광역시 울주군 두동면 은편하리3길,41,,3.17104E+24,,울산광역시 울주군 두동면 은편하리3길 41,689842,44916,,2,,129.211603,35.63897238
20058874,로삐아노,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,30,대전광역시,30140,중구,3014073000,문화2동,3014011600,문화동,3.01401E+18,1,대지,479,1,대전광역시 중구 문화동 479-1,3.01404E+11,대전광역시 중구 보문산로215번길,81,,3.01401E+24,,대전광역시 중구 보문산로215번길 81,301130,35004,,1,,127.4029983,36.30921901
20053087,돌다리식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,30,대전광역시,30140,중구,3014062000,석교동,3014010700,석교동,3.01401E+18,1,대지,54,2,대전광역시 중구 석교동 54-2,3.01403E+11,대전광역시 중구 대종로,234,17,3.01401E+24,,대전광역시 중구 대종로 234-17,301820,35035,,1,,127.4422076,36.31058
20053876,또래오래,태평유천점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,3014068000,태평1동,3014011400,태평동,3.01401E+18,1,대지,327,32,대전광역시 중구 태평동 327-32,3.01404E+11,대전광역시 중구 수침로55번길,37,,3.01401E+24,,대전광역시 중구 수침로55번길 37,301150,34893,,1,,127.398644,36.32521248
20055302,무지개횟집,,Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,한식 음식점업,30,대전광역시,30170,서구,3017053500,정림동,3017010400,정림동,3.01701E+18,1,대지,610,,대전광역시 서구 정림동 610,3.01704E+11,대전광역시 서구 정림동로7번길,22,,3.01701E+24,무지개종합시장,대전광역시 서구 정림동로7번길 22,302855,35396,,1,,127.366426,36.30553392
20070313,동해바다,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,29,광주광역시,29170,북구,2917055500,중앙동,2917010200,유동,2.91701E+18,1,대지,109,15,광주광역시 북구 유동 109-15,2.91703E+11,광주광역시 북구 경열로,215,,2.91701E+24,,광주광역시 북구 경열로 215,500862,61246,,1,,126.9060493,35.15869435
20070341,잔치집식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,30,대전광역시,30110,동구,3011055100,판암1동,3011010700,판암동,3.01101E+18,1,대지,351,15,대전광역시 동구 판암동 351-15,3.01103E+11,대전광역시 동구 판암로,19,,3.01101E+24,,대전광역시 동구 판암로 19,300130,34677,,1,,127.4623465,36.31786431
20071669,먹자방식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,30,대전광역시,30110,동구,3011051500,중앙동,3011012000,중동,3.01101E+18,1,대지,82,34,대전광역시 동구 중동 82-34,3.01104E+11,대전광역시 동구 대전로791번길,51,,3.01101E+24,,대전광역시 동구 대전로791번길 51,300160,34628,,1,,127.4305802,36.32919921
20071866,봉구비어,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,30,대전광역시,30110,동구,3011059000,자양동,3011011100,자양동,3.01101E+18,1,대지,77,4,대전광역시 동구 자양동 77-4,3.01104E+11,대전광역시 동구 백룡로6번길,47,,3.01101E+24,,대전광역시 동구 백룡로6번길 47,300830,34644,,1,,127.446829,36.33421439
20065127,멕시카나운암점,운암점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,29,광주광역시,29170,북구,2917060300,운암3동,2917010900,운암동,2.91701E+18,1,대지,1101,1,광주광역시 북구 운암동 1101-1,2.91704E+11,광주광역시 북구 북문대로169번길,20,,2.91701E+24,나산건강아파트,광주광역시 북구 북문대로169번길 20,500745,61267,,1,,126.8696882,35.1839328
20108036,아미고,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,28,인천광역시,28260,서구,2826054200,가정1동,2826010800,가정동,2.82601E+18,1,대지,503,3,인천광역시 서구 가정동 503-3,2.82604E+11,인천광역시 서구 가정로394번길,10,,2.82601E+24,,인천광역시 서구 가정로394번길 10,404230,22777,,1,,126.6741564,37.51983054
20398613,방아실돼지숯불구이식당,,Q,음식,Q01,한식,Q01A99,기타고기요리,I56111,한식 음식점업,30,대전광역시,30170,서구,3017053500,정림동,3017010400,정림동,3.01701E+18,1,대지,657,,대전광역시 서구 정림동 657,3.01704E+11,대전광역시 서구 정림로24번길,6,9,3.01701E+24,,대전광역시 서구 정림로24번길 6-9,302856,35399,,1,,127.3667864,36.30227329
20375599,황해도국수,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,27,대구광역시,27140,동구,2714058000,신천4동,2714010200,신천동,2.71406E+18,1,대지,333,1,대구광역시 동구 신천동 333-1,2.71404E+11,대구광역시 동구 동부로30길,16,,2.71401E+24,,대구광역시 동구 동부로30길 16,701020,41243,,,,128.6286227,35.87581731
20448415,배스킨라빈스이마트월배점,이마트월배점,Q,음식,Q07,패스트푸드,Q07A07,아이스크림판매,I56191,제과점업,27,대구광역시,27290,달서구,2729060100,월성1동,2729011900,대천동,2.72901E+18,1,대지,555,,대구광역시 달서구 대천동 555,2.72903E+11,대구광역시 달서구 진천로,92,,2.72901E+24,이마트월배점,대구광역시 달서구 진천로 92,704800,42778,,1,,128.5236721,35.81719347
20373557,팔미낙지한덮밥,봉선점,Q,음식,Q03,일식/수산물,Q03A13,낙지/오징어,I56111,한식 음식점업,29,광주광역시,29155,남구,2915553800,봉선2동,2915511500,봉선동,2.91551E+18,1,대지,466,1,광주광역시 남구 봉선동 466-1,2.91553E+11,광주광역시 남구 봉선2로,59,,2.91551E+24,미래빌딩,광주광역시 남구 봉선2로 59,503060,61675,,1,,126.9128617,35.12595403
20455734,씨지브이대구1,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,27,대구광역시,27110,중구,2711056500,성내1동,2711011500,사일동,2.71101E+18,1,대지,15,1,대구광역시 중구 사일동 15-1,2.71103E+11,대구광역시 중구 국채보상로,585,,2.71101E+24,동성로파티,대구광역시 중구 국채보상로 585,700040,41909,,5,,128.5947462,35.87139306
20279312,충남대학교병원재활관절푸드코트,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,30,대전광역시,30140,중구,3014072000,문화1동,3014011600,문화동,3.01401E+18,1,대지,6,,대전광역시 중구 문화동 6,3.01403E+11,대전광역시 중구 문화로,266,,3.01401E+24,충남대학교의과대학,대전광역시 중구 문화로 266,301747,35015,,1,,127.4137691,36.31627506
20280707,부산구이정식,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,31,울산광역시,31140,남구,3114054000,신정4동,3114010400,신정동,3.11401E+18,1,대지,865,26,울산광역시 남구 신정동 865-26,3.11404E+11,울산광역시 남구 수암로106번길,5,,3.11401E+24,,울산광역시 남구 수암로106번길 5,680010,44748,,1,,129.3188495,35.52827443
20340407,부연다방,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,28,인천광역시,28170,남구,2817067000,주안2동,2817010600,주안동,2.81701E+18,1,대지,1450,,인천광역시 남구 주안동 1450,2.81702E+11,인천광역시 남구 인주대로,367,,2.81701E+24,,인천광역시 남구 인주대로 367,402200,22159,,1,,126.677461,37.45176789
20810191,한아름할인마트,,D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,30,대전광역시,30200,유성구,3020052000,진잠동,3020010100,원내동,3.02001E+18,1,대지,357,,대전광역시 유성구 원내동 357,3.02004E+11,대전광역시 유성구 진잠로42번길,30,,3.02001E+24,한아름아파트,대전광역시 유성구 진잠로42번길 30,305723,34231,,1,,127.3177842,36.2945774
20311566,옛날국밥,,Q,음식,Q01,한식,Q01A05,해장국/감자탕,I56111,한식 음식점업,29,광주광역시,29170,북구,2917067700,오치2동,2917011500,오치동,2.91701E+18,1,대지,855,9,광주광역시 북구 오치동 855-9,2.91704E+11,광주광역시 북구 우치로331번길,13,,2.91701E+24,로얄타운,광주광역시 북구 우치로331번길 13,500130,61053,,1,,126.9025165,35.19370827
20253447,씨제이프레시웨이베어즈베스트스타트하우스,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,28,인천광역시,28260,서구,2826053700,청라2동,2826010400,경서동,2.82601E+18,1,대지,836,90,인천광역시 서구 경서동 836-90,2.82604E+11,인천광역시 서구 청라대로316번길,45,,2.82601E+24,,인천광역시 서구 청라대로316번길 45,404170,22746,,1,,126.6358821,37.54868671
20800478,대지패션,,D,소매,D05,의복의류,D05A01,일반의류,G47416,셔츠 및 기타 의복 소매업,30,대전광역시,30110,동구,3011051500,중앙동,3011012000,중동,3.01101E+18,1,대지,86,4,대전광역시 동구 중동 86-4,3.01104E+11,대전광역시 동구 중앙로204번길,28,1,3.01101E+24,,대전광역시 동구 중앙로204번길 28-1,300160,34628,,1,,127.4323924,36.32966747
20698655,맥주광,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,30,대전광역시,30170,서구,3017053500,정림동,3017010400,정림동,3.01701E+18,1,대지,600,,대전광역시 서구 정림동 600,3.01704E+11,대전광역시 서구 정림동로5번길,28,,3.01701E+24,,대전광역시 서구 정림동로5번길 28,302855,35396,,1,,127.365879,36.30571127
20739262,오프라인컴퓨터,,F,생활서비스,F03,개인/가정용품수리,F03A07,컴퓨터수리,S95121,컴퓨터 및 사무용 기기 수리업,29,광주광역시,29140,서구,2914073000,광천동,2914011500,광천동,2.91401E+18,1,대지,650,324,광주광역시 서구 광천동 650-324,2.91404E+11,광주광역시 서구 화운로304번길,15,1,2.91401E+24,,광주광역시 서구 화운로304번길 15-1,502802,61913,,1,,126.879169,35.16592113
20779208,제일미용실,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,30,대전광역시,30110,동구,3011053000,효동,3011010500,가오동,3.01101E+18,1,대지,216,2,대전광역시 동구 가오동 216-2,3.01104E+11,대전광역시 동구 대전로448번길,12,,3.01101E+24,주공아파트,대전광역시 동구 대전로448번길 12,300050,34692,,1,,127.4528736,36.30608695
20675775,롯데마트부평점,부평점,D,소매,D03,종합소매점,D03B10,할인점,G47119,기타 대형 종합 소매업,28,인천광역시,28237,부평구,2823758000,산곡2동,2823710300,산곡동,2.82371E+18,1,대지,159,52,인천광역시 부평구 산곡동 159-52,2.82373E+11,인천광역시 부평구 마장로,296,,2.82371E+24,롯데마트부평점,인천광역시 부평구 마장로 296,403836,21362,,1,,126.7040622,37.50499822
20741351,김지현수학,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,31,울산광역시,31140,남구,3114062500,대현동,3114010800,야음동,3.11401E+18,1,대지,622,41,울산광역시 남구 야음동 622-41,3.11403E+11,울산광역시 남구 대암로,96,2,3.11401E+24,,울산광역시 남구 대암로 96-2,680838,44736,,,,129.3260781,35.52935785
20741774,달떡,송현점,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,27,대구광역시,27290,달서구,2729064000,송현2동,2729012200,송현동,2.72901E+18,1,대지,1919,16,대구광역시 달서구 송현동 1919-16,2.72904E+11,대구광역시 달서구 월배로69길,5,,2.72901E+24,,대구광역시 달서구 월배로69길 5,704340,42742,,1,,128.5473189,35.82657014
20813213,아빠손운동화손세탁,,F,생활서비스,F02,세탁/가사서비스,F02A02,신발세탁,S96912,가정용 세탁업,30,대전광역시,30170,서구,3017066000,둔산3동,3017011200,둔산동,3.01701E+18,1,대지,1886,,대전광역시 서구 둔산동 1886,3.01704E+11,대전광역시 서구 둔산남로165번길,15,,3.01701E+24,,대전광역시 서구 둔산남로165번길 15,302120,35250,,1,,127.3957151,36.34969372
20813780,쌍용,,R,학문/교육,R07,학원-예능취미체육,R07A21,합기도장,P85611,스포츠 교육기관,28,인천광역시,28170,남구,2817073000,주안8동,2817010600,주안동,2.81701E+18,1,대지,1464,,인천광역시 남구 주안동 1464,2.81702E+11,인천광역시 남구 미추홀대로,576,,2.81701E+24,,인천광역시 남구 미추홀대로 576,402200,22227,,4,,126.6800003,37.4487598
20780924,한남광고,,F,생활서비스,F12,광고/인쇄,F12A03,광고물제작,C33910,간판 및 광고물 제조업,27,대구광역시,27170,서구,2717064000,평리3동,2717010300,평리동,2.71701E+18,1,대지,683,14,대구광역시 서구 평리동 683-14,2.71703E+11,대구광역시 서구 문화로,241,1,2.71701E+24,,대구광역시 서구 문화로 241-1,703010,41773,,1,,128.5591417,35.87582731
20257062,지에스,은행선화점,D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,30,대전광역시,30140,중구,3014053500,은행선화동,3014010100,은행동,3.01401E+18,1,대지,126,9,대전광역시 중구 은행동 126-9,3.01403E+11,대전광역시 중구 대종로,512,,3.01401E+24,,대전광역시 중구 대종로 512,301838,34832,,1,,127.4248508,36.32979364
20640160,지혜통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,29,광주광역시,29200,광산구,2920060000,월곡1동,2920012800,월곡동,2.92001E+18,1,대지,553,6,광주광역시 광산구 월곡동 553-6,2.92003E+11,광주광역시 광산구 월곡로,29,,2.92001E+24,,광주광역시 광산구 월곡로 29,506054,62349,,1,,126.8124735,35.16897231
20538607,소문난순대국,,Q,음식,Q10,별식/퓨전요리,Q10A05,순대전문점,I56111,한식 음식점업,28,인천광역시,28185,연수구,2818563000,옥련1동,2818510100,옥련동,2.81851E+18,1,대지,401,4,인천광역시 연수구 옥련동 401-4,2.81853E+11,인천광역시 연수구 청량로,182,,2.81851E+24,,인천광역시 연수구 청량로 182,406050,21953,,2,,126.6531781,37.4231201
20695797,바로김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,30,대전광역시,30170,서구,3017053000,도마2동,3017010300,도마동,3.01701E+18,1,대지,330,22,대전광역시 서구 도마동 330-22,3.01704E+11,대전광역시 서구 배재로91번길,42,,3.01701E+24,,대전광역시 서구 배재로91번길 42,302160,35347,,1,,127.3689492,36.3171464
